Date,TotalRevenue,NumInvoices,NumCustomers,UKShareRevenue,DayOfWeek,Month,IsWeekend,IsDecember
2011-05-11,33687.25,80,56,0.859224780888912,2,5,0,0
2011-05-12,61903.09,86,68,0.4618095801033519,3,5,0,0
2011-05-13,30749.95,73,52,0.8309161478311347,4,5,0,0
2011-05-15,9924.28,31,29,0.9239058148298919,6,5,1,0
2011-05-16,39651.28,68,52,0.864519379954443,0,5,0,0
2011-05-17,55151.99,82,56,0.7228531554346452,1,5,0,0
2011-05-18,34483.44,73,62,0.909176984662783,2,5,0,0
2011-05-19,35599.35,99,82,0.848147227407242,3,5,0,0
2011-05-20,26718.17,71,58,0.904192540132801,4,5,0,0
2011-05-22,24231.09,61,57,0.8921006029856684,6,5,1,0
2011-05-23,34685.6,68,55,0.78194034411975,0,5,0,0
2011-05-24,37660.04,68,53,0.981768739491514,1,5,0,0
2011-05-25,24408.12,65,52,0.8344653336676483,2,5,0,0
2011-05-26,33497.03,64,50,0.6661987644874785,3,5,0,0
2011-05-27,28442.03,64,49,0.9350872634618556,4,5,0,0
2011-05-29,7394.3,24,20,0.9211919992426598,6,5,1,0
2011-05-31,22714.06,54,48,0.8319472608595734,1,5,0,0
2011-06-01,20595.69,42,35,0.6999415897209562,2,6,0,0
2011-06-02,32826.14,52,33,0.935607415309872,3,6,0,0
2011-06-03,16913.25,44,37,0.8884531358550248,4,6,0,0
2011-06-05,25639.54,67,62,0.7609820613006317,6,6,1,0
2011-06-06,17789.07,57,54,0.8497425666434502,0,6,0,0
2011-06-07,37957.72,78,68,0.9666953125740957,1,6,0,0
2011-06-08,43264.33,99,71,0.8463713641237481,2,6,0,0
2011-06-09,46389.1,85,76,0.8710166827983298,3,6,0,0
2011-06-10,62234.44,50,41,0.8824689352069368,4,6,0,0
2011-06-12,12517.06,39,38,0.924632461616386,6,6,1,0
2011-06-13,22457.21,59,49,0.7426848660185305,0,6,0,0
2011-06-14,40474.01,57,42,1.0,1,6,0,0
2011-06-15,49097.99,59,42,0.38376683037330045,2,6,0,0
2011-06-16,34584.68,83,74,0.894082582230051,3,6,0,0
2011-06-17,21076.17,52,35,0.7609736493869618,4,6,0,0
2011-06-19,22442.18,60,57,0.7024892412412698,6,6,1,0
2011-06-20,37514.98,74,49,0.6857951143783096,0,6,0,0
2011-06-21,24784.37,55,45,0.8652223155157869,1,6,0,0
2011-06-22,21825.99,60,55,0.7570566100323513,2,6,0,0
2011-06-23,25242.82,72,64,0.9079052974271496,3,6,0,0
2011-06-24,19521.96,51,40,0.8298096092810353,4,6,0,0
2011-06-26,7082.49,26,24,0.8861304428244869,6,6,1,0
2011-06-27,17015.76,45,31,0.9401989684856863,0,6,0,0
2011-06-28,35607.32,55,41,0.6022520088566059,1,6,0,0
2011-06-29,22088.32,42,36,0.8307254693883463,2,6,0,0
2011-06-30,44797.31,70,55,0.9133800667941893,3,6,0,0
2011-07-01,13675.06,49,35,0.8041514991524717,4,7,0,0
2011-07-03,6032.39,25,24,1.0,6,7,1,0
2011-07-04,44652.83,52,32,0.8385410286425296,0,7,0,0
2011-07-05,40758.43,73,58,0.963188228790952,1,7,0,0
2011-07-06,26387.54,70,61,0.8169105570280518,2,7,0,0
2011-07-07,32445.71,76,67,0.9386054427534488,3,7,0,0
2011-07-08,27082.1,65,42,0.872655739399825,4,7,0,0
2011-07-10,5993.87,24,20,1.0,6,7,1,0
2011-07-11,22605.02,52,43,0.8866242984965286,0,7,0,0
2011-07-12,26262.55,53,41,0.9136538531102274,1,7,0,0
2011-07-13,22641.94,59,50,0.7469064046632047,2,7,0,0
2011-07-14,33602.13,71,61,0.7720195118583257,3,7,0,0
2011-07-15,14836.43,42,34,0.8425396136402086,4,7,0,0
2011-07-17,17194.56,51,45,0.9574696880873951,6,7,1,0
2011-07-18,38831.61,65,45,0.822491779248916,0,7,0,0
2011-07-19,50182.83,67,57,0.6527156798450784,1,7,0,0
2011-07-20,33308.24,58,47,0.9366174856431924,2,7,0,0
2011-07-21,32818.54,76,59,0.8805333814362247,3,7,0,0
2011-07-22,20124.86,43,34,0.9176098616338201,4,7,0,0
2011-07-24,27099.46,58,53,0.9371024367275216,6,7,1,0
2011-07-25,26887.15,59,49,0.8615766267529285,0,7,0,0
2011-07-26,21644.261,53,44,0.9419518180824007,1,7,0,0
2011-07-27,25602.93,48,39,0.753732482961911,2,7,0,0
2011-07-28,56269.74,80,68,0.8569559766936902,3,7,0,0
2011-07-29,18790.4,64,57,0.9251298535422343,4,7,0,0
2011-07-31,33490.61,42,37,0.4081149910377864,6,7,1,0
2011-08-01,21388.92,40,35,0.9135655283202706,0,8,0,0
2011-08-02,26580.6,44,39,0.751978886857332,1,8,0,0
2011-08-03,28113.14,64,59,0.9395606467296076,2,8,0,0
2011-08-04,65502.21,82,76,0.8724827757719931,3,8,0,0
2011-08-05,21538.58,55,47,0.7943536667691184,4,8,0,0
2011-08-07,7578.91,30,28,0.9858290967962412,6,8,1,0
2011-08-08,23377.65,40,38,0.89404024784356,0,8,0,0
2011-08-09,27679.44,42,38,0.5447274222310856,1,8,0,0
2011-08-10,28792.34,49,42,0.8789171008678003,2,8,0,0
2011-08-11,72433.79,69,58,0.6976901250093361,3,8,0,0
2011-08-12,32231.35,51,40,0.8296307787294047,4,8,0,0
2011-08-14,5718.57,25,21,0.9918423661859521,6,8,1,0
2011-08-15,17243.97,48,46,0.7602924384581972,0,8,0,0
2011-08-16,19239.66,53,44,0.9739371693678579,1,8,0,0
2011-08-17,53499.96,54,45,0.929758078323797,2,8,0,0
2011-08-18,54106.93,69,64,0.4889584384107544,3,8,0,0
2011-08-19,17349.59,56,54,0.741921278831373,4,8,0,0
2011-08-21,14576.86,39,36,0.8108131655239881,6,8,1,0
2011-08-22,29651.46,65,57,0.8983557639320291,0,8,0,0
2011-08-23,25993.68,64,56,0.6847110528405366,1,8,0,0
2011-08-24,49035.36,76,59,0.9460046790724082,2,8,0,0
2011-08-25,23827.46,74,68,0.8213376499215611,3,8,0,0
2011-08-26,25626.44,47,41,0.5775133026670892,4,8,0,0
2011-08-28,10805.03,37,36,0.8846379880481591,6,8,1,0
2011-08-30,31866.31,41,23,0.9833758599599389,1,8,0,0
2011-08-31,25380.17,47,39,0.6822566594313593,2,8,0,0
2011-09-01,37370.15,76,69,0.7777148338981781,3,9,0,0
2011-09-02,42322.02,74,58,0.906822736721924,4,9,0,0
2011-09-04,17119.59,50,45,0.7715149720291199,6,9,1,0
2011-09-05,37157.14,68,57,0.6971467664088248,0,9,0,0
2011-09-06,28349.91,64,54,0.8082311372417055,1,9,0,0
2011-09-07,34413.53,52,42,0.8167857235221148,2,9,0,0
2011-09-08,27195.8,76,63,0.734789930798138,3,9,0,0
2011-09-09,30075.62,62,52,0.7878381227053673,4,9,0,0
2011-09-11,35511.67,75,68,0.9502622658973797,6,9,1,0
2011-09-12,29738.33,68,62,1.0,0,9,0,0
2011-09-13,55117.05,67,61,0.7639764827762008,1,9,0,0
2011-09-14,23592.98,68,58,0.9005873781099294,2,9,0,0
2011-09-15,78218.95,83,70,0.9475545248306197,3,9,0,0
2011-09-16,27724.22,50,44,0.9359083862413442,4,9,0,0
2011-09-18,15745.73,27,25,1.0,6,9,1,0
2011-09-19,49269.88,71,63,0.38872329301390623,0,9,0,0
2011-09-20,109612.03,70,53,0.9729903734106558,1,9,0,0
2011-09-21,48560.68,75,65,0.8376353049421877,2,9,0,0
2011-09-22,59354.79,112,94,0.8117477965973766,3,9,0,0
2011-09-23,40601.75,64,56,0.8054118356967372,4,9,0,0
2011-09-25,31372.661,75,74,0.9163867546970275,6,9,1,0
2011-09-26,29335.171,66,62,0.9162108173836793,0,9,0,0
2011-09-27,36322.95,80,67,0.9539354595372899,1,9,0,0
2011-09-28,43749.06,85,72,0.8413506484482182,2,9,0,0
2011-09-29,46401.45,105,93,0.9268846124420682,3,9,0,0
2011-09-30,44357.06,74,60,0.8052382191245318,4,9,0,0
2011-10-02,11634.53,35,32,1.0,6,10,1,0
2011-10-03,66376.82,68,48,0.9946005247012435,0,10,0,0
2011-10-04,48810.65,81,65,0.9723757007948061,1,10,0,0
2011-10-05,75593.63,96,82,0.6414737590984849,2,10,0,0
2011-10-06,62891.19,122,98,0.8762321081855821,3,10,0,0
2011-10-07,53790.7,88,74,0.8733916829489112,4,10,0,0
2011-10-09,12524.4,39,35,1.0,6,10,1,0
2011-10-10,48239.18,100,83,0.8792966630029782,0,10,0,0
2011-10-11,52572.94,82,69,0.8141176810731908,1,10,0,0
2011-10-12,32159.28,88,73,0.7723652395202878,2,10,0,0
2011-10-13,37446.18,77,67,0.7300352132046579,3,10,0,0
2011-10-14,36347.64,74,61,0.7259791832427085,4,10,0,0
2011-10-16,22010.96,35,32,1.0,6,10,1,0
2011-10-17,52062.2,89,76,0.6968359001348388,0,10,0,0
2011-10-18,45332.16,84,73,0.8465471312198668,1,10,0,0
2011-10-19,42573.36,85,71,0.6639746075949843,2,10,0,0
2011-10-20,61122.9,89,76,0.4777625079961847,3,10,0,0
2011-10-21,63226.64,64,56,0.8764310423580947,4,10,0,0
2011-10-23,12339.16,42,39,1.0,6,10,1,0
2011-10-24,48752.91,78,61,0.9637002180998017,0,10,0,0
2011-10-25,41314.64,77,65,0.9158864751090654,1,10,0,0
2011-10-26,38059.43,95,77,0.8796666161316656,2,10,0,0
2011-10-27,57291.72,106,91,0.6068608168859304,3,10,0,0
2011-10-28,40565.7,78,60,0.6957478855289074,4,10,0,0
2011-10-30,34571.23,96,88,0.8846118578945555,6,10,1,0
2011-10-31,57369.15,72,61,0.9275281226931199,0,10,0,0
2011-11-01,29155.15,77,74,0.8620531878587487,1,11,0,0
2011-11-02,45888.340000000004,85,79,0.8478112304781563,2,11,0,0
2011-11-03,63561.49,103,86,0.9412549957529316,3,11,0,0
2011-11-04,62977.36,94,73,0.9178195148224695,4,11,0,0
2011-11-06,42946.340000000004,102,88,0.7721433304910267,6,11,1,0
2011-11-07,85881.81,93,81,0.9637686956062058,0,11,0,0
2011-11-08,57700.24,108,95,0.9572093634272578,1,11,0,0
2011-11-09,66127.57,119,101,0.9645494307442416,2,11,0,0
2011-11-10,71008.26,129,112,0.7872815078133164,3,11,0,0
2011-11-11,55257.17,105,87,0.8422637279469796,4,11,0,0
2011-11-13,34069.92,87,75,0.848418487627796,6,11,1,0
2011-11-14,114419.89,107,93,0.9489603599514036,0,11,0,0
2011-11-15,60807.29,108,93,0.8439989678869096,1,11,0,0
2011-11-16,65958.17,130,111,0.8383916655055772,2,11,0,0
2011-11-17,61103.13,137,125,0.683121961182676,3,11,0,0
2011-11-18,51275.39,108,98,0.8461965867056301,4,11,0,0
2011-11-20,35058.57,100,91,0.9003510411291733,6,11,1,0
2011-11-21,49805.72,100,85,0.9069879925438283,0,11,0,0
2011-11-22,64089.82,135,120,0.903526644325105,1,11,0,0
2011-11-23,80104.18,131,107,0.8073510021574406,2,11,0,0
2011-11-24,50978.63,113,98,0.8303214503802868,3,11,0,0
2011-11-25,50822.73,83,69,0.9272746662762901,4,11,0,0
2011-11-27,20611.08,57,51,0.959734764020129,6,11,1,0
2011-11-28,57165.19,115,97,0.9210000001749316,0,11,0,0
2011-11-29,72595.93,135,109,0.8995546995540936,1,11,0,0
2011-11-30,60126.96,108,92,0.8406616599275932,2,11,0,0
2011-12-01,52197.25,121,111,0.9318703571548309,3,12,0,1
2011-12-02,57664.07,120,95,0.9305248484888423,4,12,0,1
2011-12-04,24621.43,66,58,0.878751965259532,6,12,1,1
2011-12-05,88741.96,127,105,0.9629378255787905,0,12,0,1
2011-12-06,56713.21,115,103,0.9281535994876678,1,12,0,1
2011-12-07,75439.16,106,94,0.7335503205496985,2,12,0,1
2011-12-08,82495.0,120,105,0.9591243105642767,3,12,0,1
2011-12-09,200938.6,44,35,0.9760897109863411,4,12,0,1
